families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	ResIII	PF04851.18	5.9e-13	45.1	0.1	6.1e-12	41.8	0.0	2.5	2	1	0	2	2	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0566	ResIII	PF04851.18	6E-11	38.6	0.0	2.7e-10	36.5	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0762	ResIII	PF04851.18	1.8e-08	30.5	0.0	7.7e-08	28.5	0.0	2.2	2	0	0	2	2	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0482	Response_reg	PF00072.27	1.4e-29	98.5	0.0	2.9e-29	97.5	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0024	RF-1	PF00472.23	1.8e-44	146.3	2.3	3.9e-44	145.3	2.3	1.5	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0477	RF-1	PF00472.23	2.6e-42	139.4	0.5	2.6e-42	139.4	0.5	1.7	2	0	0	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0775	RHH_1	PF01402.24	1.3e-05	21.0	0.6	2.5e-05	20.1	0.6	1.4	1	0	0	1	1	0	0	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0646	Rhodanese	PF00581.23	5.2e-11	39.0	0.0	8.2e-11	38.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0646	Rhodanese_C	PF12368.11	1.1e-21	72.8	12.4	2.8e-21	71.6	12.4	1.7	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0502	Rho_N	PF07498.15	7.3e-12	41.0	0.0	3E-11	39.1	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0502	Rho_RNA_bind	PF07497.15	4E-33	109.1	0.0	7.2e-33	108.3	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0100	RibD_C	PF01872.20	2.1e-59	196.6	0.0	2.6e-59	196.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0296	Ribonuclease_3	PF00636.29	3.4e-19	65.4	0.1	5.5e-19	64.7	0.1	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0801	Ribonuclease_P	PF00825.21	2.5e-25	84.6	1.1	2.9e-25	84.4	1.1	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0296	Ribonucleas_3_3	PF14622.9	1.1e-26	89.4	0.0	1.8e-26	88.8	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0849	Ribonuc_red_lgC	PF02867.18	2.9e-186	616.0	0.0	3.9e-186	615.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0849	Ribonuc_red_lgN	PF00317.24	5.2e-22	73.6	0.1	2E-21	71.7	0.1	2.1	1	0	0	1	1	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0842	Ribonuc_red_sm	PF00268.24	5.1e-88	291.0	0.2	7.2e-88	290.6	0.2	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0317	Ribosomal_L1	PF00687.24	7.1e-53	175.3	0.0	8.6e-53	175.0	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0567	Ribosomal_L10	PF00466.23	8.1e-16	54.0	0.0	1.2e-15	53.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0318	Ribosomal_L11	PF00298.22	5.8e-22	74.0	0.8	1.1e-21	73.1	0.8	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0318	Ribosomal_L11_N	PF03946.17	8.5e-30	98.4	0.3	1.5e-29	97.6	0.3	1.4	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0566	Ribosomal_L12	PF00542.22	7.3e-23	76.7	7.9	7.3e-23	76.7	7.9	2.0	2	0	0	2	2	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0566	Ribosomal_L12_N	PF16320.8	9.4e-21	69.3	9.0	1.1e-20	69.0	5.2	2.3	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0124	Ribosomal_L13	PF00572.21	2.1e-43	143.2	0.4	2.5e-43	142.9	0.4	1.1	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0528	Ribosomal_L14	PF00238.22	4.1e-54	177.7	1.7	4.5e-54	177.6	1.7	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0541	Ribosomal_L16	PF00252.21	1.9e-53	176.0	0.5	2.1e-53	175.8	0.5	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0519	Ribosomal_L17	PF01196.22	7.3e-35	115.8	1.2	1E-34	115.3	1.2	1.2	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0526	Ribosomal_L18p	PF00861.25	2.3e-45	149.7	1.8	2.5e-45	149.5	1.8	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0029	Ribosomal_L19	PF01245.23	6E-41	134.9	0.3	6.7e-41	134.7	0.3	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0665	Ribosomal_L2	PF00181.26	3E-30	100.0	1.0	5.1e-30	99.2	1.0	1.4	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0854	Ribosomal_L20	PF00453.21	7.2e-42	137.8	1.3	8.4e-42	137.6	1.3	1.1	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0328	Ribosomal_L21p	PF00829.24	7.8e-32	105.5	2.0	9.3e-32	105.2	2.0	1.0	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0534	Ribosomal_L22	PF00237.22	5.7e-26	86.7	0.4	6.3e-26	86.6	0.4	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0666	Ribosomal_L23	PF00276.23	1.6e-20	69.2	0.1	1.9e-20	68.9	0.1	1.1	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0521	ribosomal_L24	PF17136.7	1.9e-11	40.2	0.1	3E-11	39.5	0.1	1.4	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0841	Ribosomal_L25p	PF01386.22	7.5e-21	70.4	0.0	1.1e-20	69.9	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0329	Ribosomal_L27	PF01016.22	1.9e-35	116.8	1.8	2.1e-35	116.6	1.8	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0520	Ribosomal_L27A	PF00828.22	2.6e-24	82.1	0.3	3.3e-24	81.8	0.3	1.2	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0664	Ribosomal_L28	PF00830.22	8.9e-20	66.6	1.5	1.1e-19	66.3	1.5	1.1	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0530	Ribosomal_L29	PF00831.26	1E-14	50.2	4.1	1.2e-14	50.0	4.1	1.1	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0665	Ribosomal_L2_C	PF03947.21	1.5e-52	173.0	1.8	2.3e-52	172.4	1.8	1.3	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0790	Ribosomal_L3	PF00297.25	1.8e-14	49.4	3.4	2.2e-13	45.8	0.4	2.2	1	1	1	2	2	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0023	Ribosomal_L31	PF01197.21	1.9e-26	88.0	0.7	2.4e-26	87.7	0.7	1.1	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0828	Ribosomal_L32p	PF01783.26	4.5e-22	74.0	7.1	4.9e-22	73.9	7.1	1.0	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0151	Ribosomal_L33	PF00471.23	8.2e-19	63.8	2.9	9.8e-19	63.6	2.9	1.1	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0233	Ribosomal_L35p	PF01632.22	5.1e-22	74.1	6.3	5.6e-22	74.0	6.3	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0802	Ribosomal_L36	PF00444.21	4.7e-13	45.0	0.7	6.6e-13	44.6	0.7	1.2	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0535	Ribosomal_L4	PF00573.25	6.3e-51	168.7	0.0	7E-51	168.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0523	Ribosomal_L5	PF00281.22	2.8e-22	74.8	0.3	4.2e-22	74.2	0.3	1.3	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0523	Ribosomal_L5_C	PF00673.24	2.7e-30	100.4	0.0	4.9e-30	99.6	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0778	Ribosomal_L6	PF00347.26	3.7e-34	113.2	1.1	6.4e-17	58.0	0.0	2.1	2	0	0	2	2	2	2	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0819	Ribosomal_L9_C	PF03948.17	4.1e-15	52.0	0.0	6.8e-15	51.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0819	Ribosomal_L9_N	PF01281.22	5.2e-18	60.3	0.2	1E-17	59.4	0.2	1.4	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0449	Ribosomal_S10	PF00338.25	7.8e-38	124.6	0.0	8.9e-38	124.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0518	Ribosomal_S11	PF00411.22	8.6e-44	144.4	2.2	1.2e-43	143.9	2.2	1.2	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0519	Ribosomal_S13	PF00416.25	1.2e-31	105.7	4.2	5E-30	100.5	4.2	2.0	1	1	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0809	Ribosomal_S14	PF00253.24	1.1e-27	91.6	0.8	1.1e-27	91.6	0.8	1.8	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0860	Ribosomal_S15	PF00312.25	2.9e-32	106.8	3.9	3.4e-32	106.5	3.9	1.0	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0027	Ribosomal_S16	PF00886.22	2.1e-20	68.4	0.1	3.9e-20	67.6	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0529	Ribosomal_S17	PF00366.23	4E-30	99.7	5.6	4.8e-30	99.5	5.6	1.1	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0814	Ribosomal_S18	PF01084.23	7.1e-26	86.1	0.1	9.5e-26	85.7	0.1	1.1	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0664	Ribosomal_S19	PF00203.24	3.6e-38	125.2	0.7	4.1e-38	125.1	0.7	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0703	Ribosomal_S2	PF00318.23	7.9e-84	276.1	0.0	9.1e-84	275.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0630	Ribosomal_S20p	PF01649.21	2.8e-21	71.9	6.6	3.6e-21	71.5	6.6	1.1	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0343	Ribosomal_S21	PF01165.23	3E-18	61.3	2.6	3.4e-18	61.1	2.6	1.0	1	0	0	1	1	1	1	-
GCF_003788895.1_sc110_genomic_CDS_0534	Ribosomal_S3_C	PF00189.23	1.2e-41	137.0	0.9	1.2e-41	137.0	0.9	1.8	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0639	Ribosomal_S4	PF00163.22	2.2e-19	65.9	1.2	2.2e-19	65.9	1.2	1.7	2	0	0	2	2	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0232	Ribosomal_S5	PF00333.23	1.1e-26	88.6	0.4	1.7e-26	88.0	0.4	1.3	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0232	Ribosomal_S5_C	PF03719.18	1.1e-27	91.3	0.1	1.5e-27	90.9	0.1	1.2	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0813	Ribosomal_S6	PF01250.20	7.1e-24	79.9	0.1	8.5e-24	79.7	0.1	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0445	Ribosomal_S7	PF00177.24	7E-60	197.0	0.2	7.8e-60	196.8	0.2	1.0	1	0	0	1	1	1	1	-
GCF_000472205.1_E_CS88_f__genomic_CDS_0528	Ribosomal_S8	PF00410.22	6.1e-43	141.7	0.0	6.8e-43	141.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0125	Ribosomal_S9	PF00380.22	4.2e-44	146.0	1.2	4.7e-44	145.8	1.2	1.0	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0841	Ribosomal_TL5_C	PF14693.9	1.1e-20	69.7	0.6	3.1e-20	68.3	0.2	1.9	1	1	1	2	2	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0454	Ribosom_S12_S23	PF00164.28	1.7e-41	136.4	1.7	2E-41	136.1	1.7	1.0	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0118	Ribul_P_3_epim	PF00834.22	2.4e-68	225.4	0.1	2.7e-68	225.2	0.1	1.0	1	0	0	1	1	1	1	-
GCF_001183805.1_ASM118380v1_genomic_CDS_0213	Rib_5-P_isom_A	PF06026.17	1.5e-49	163.9	0.0	1.8e-49	163.6	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0125	RimK	PF08443.14	8.1e-08	28.0	0.0	1.2e-06	24.1	0.0	2.3	1	1	0	1	1	1	1	-
GCF_006508265.1_ASM650826v1_genomic_CDS_0201	RmuC	PF02646.19	2.4e-84	278.8	0.4	4.1e-84	278.1	0.4	1.3	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0837	RNase_E_G	PF10150.12	1.9e-96	318.6	1.2	4.1e-96	317.5	0.1	1.9	2	0	0	2	2	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0030	RNase_HII	PF01351.21	1.4e-34	115.6	0.0	1.8e-34	115.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0265	RNase_HII	PF01351.21	1.6e-24	82.8	0.0	2E-24	82.5	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0259	RNase_H_2	PF13482.9	1.4e-09	34.0	0.7	4.2e-08	29.2	0.6	2.4	2	1	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0859	RNase_PH	PF01138.24	1.5e-40	134.7	0.0	4.4e-21	71.7	0.0	2.6	2	0	0	2	2	2	2	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0859	RNase_PH_C	PF03725.18	7.7e-27	89.1	1.6	1E-16	56.7	0.0	3.7	3	0	0	3	3	2	2	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0549	RNase_T	PF00929.27	8.3e-43	142.7	0.3	1E-42	142.4	0.3	1.1	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0259	RNase_T	PF00929.27	4.7e-39	130.5	0.0	5.9e-39	130.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0072	RNA_pol_A_bac	PF01000.29	1.5e-12	43.9	0.0	3.8e-12	42.5	0.0	1.7	1	1	1	2	2	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0072	RNA_pol_A_CTD	PF03118.18	5.4e-25	82.9	2.4	9.4e-25	82.2	2.4	1.4	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0072	RNA_pol_L	PF01193.27	1.4e-13	46.4	0.0	2.9e-13	45.4	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0311	RNA_pol_Rpb1_1	PF04997.15	5E-90	297.9	0.0	8.1e-90	297.2	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0311	RNA_pol_Rpb1_2	PF00623.23	1.5e-39	131.8	0.0	1.1e-28	96.5	0.0	2.5	1	1	1	2	2	2	2	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0311	RNA_pol_Rpb1_3	PF04983.21	2.6e-26	88.4	0.1	1.7e-25	85.7	0.0	2.5	3	0	0	3	3	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0311	RNA_pol_Rpb1_4	PF05000.20	1.2e-13	46.9	0.0	3.5e-13	45.4	0.0	1.8	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0311	RNA_pol_Rpb1_5	PF04998.20	5.9e-81	267.7	0.3	1E-80	267.0	0.3	1.4	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_1	PF04563.18	1.4e-26	89.2	0.0	4.9e-26	87.4	0.0	1.9	1	1	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_2	PF04561.17	1.4e-22	76.2	1.5	5.3e-16	54.7	0.2	2.4	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_3	PF04565.19	3.5e-30	100.0	0.0	6.6e-30	99.1	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_45	PF10385.12	4.5e-20	67.7	1.5	1.6e-19	65.9	1.5	2.1	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_6	PF00562.31	9.7e-158	521.2	0.0	4.8e-157	518.9	0.0	1.9	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0312	RNA_pol_Rpb2_7	PF04560.23	1.1e-25	85.9	0.0	3.2e-25	84.3	0.0	1.9	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0402	RNB	PF00773.22	1.2e-104	346.1	0.3	1.9e-104	345.4	0.3	1.3	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0856	Rnf-Nqr	PF02508.17	1.7e-58	193.4	16.1	1.9e-58	193.2	16.1	1.0	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0857	Rnf-Nqr	PF02508.17	1.7e-52	173.9	16.4	1.9e-52	173.7	16.4	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	Roc	PF08477.16	2.6e-11	39.7	0.1	0.00011	18.4	0.1	3.6	2	2	0	2	2	0	0	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0684	RRF	PF01765.22	6.6e-54	178.1	3.5	8.3e-54	177.8	3.5	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0359	RrnaAD	PF00398.23	9.9e-52	171.5	0.0	1.2e-51	171.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0846	rRNA_methylase	PF06962.15	8.2e-36	118.9	0.0	1.1e-35	118.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0779	RsfS	PF02410.18	5.9e-24	80.4	0.1	6.7e-24	80.2	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0336	RsgA_GTPase	PF03193.19	7.1e-14	48.0	0.8	1.2e-05	21.2	0.0	4.5	4	0	0	4	4	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	RsgA_GTPase	PF03193.19	2.3e-11	39.8	2.6	0.0029	13.5	0.0	4.8	3	2	0	4	4	0	0	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	RsgA_GTPase	PF03193.19	1.6e-08	30.5	0.4	0.0015	14.4	0.1	2.8	1	1	1	2	2	0	0	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0296	Rubredoxin_2	PF18073.4	5.8e-09	31.4	7.2	0,00000001	30.7	7.2	1.4	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0518	RuvA_N	PF01330.24	2.4e-16	55.6	2.7	4.5e-16	54.7	2.7	1.5	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0040	RuvB_C	PF05491.16	2.6e-25	84.1	0.0	4.6e-25	83.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0040	RuvB_N	PF05496.15	9.3e-67	219.7	0.0	1.4e-66	219.0	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0512	RuvC	PF02075.20	1.5e-37	124.7	0.1	1.8e-37	124.5	0.1	1.0	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0760	RuvX	PF03652.18	1.4e-32	108.8	0.0	1.6e-32	108.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0935	rve	PF00665.29	4.4e-23	77.5	0.0	1.4e-22	75.8	0.0	1.9	2	0	0	2	2	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0929	RVT_1	PF00078.30	7.4e-52	172.0	0.3	8.7e-52	171.7	0.3	1.1	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0933	RVT_1	PF00078.30	1E-31	106.1	0.0	2E-31	105.1	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0928	RVT_1	PF00078.30	5.8e-29	97.1	0.0	1E-28	96.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0933	RVT_thumb	PF06817.17	1.3e-31	104.2	0.1	2.6e-31	103.2	0.1	1.5	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0097	S1	PF00575.26	1.2e-99	322.7	35.6	6.3e-20	67.3	0.5	6.1	6	0	0	6	6	6	6	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0859	S1	PF00575.26	1.6e-15	53.2	0.8	4.3e-15	51.8	0.8	1.8	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0098	S1	PF00575.26	2.3e-06	23.9	0.1	6.2e-06	22.5	0.1	1.8	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0097	S1_2	PF13509.9	1.5e-14	49.8	12.1	0.0012	14.9	0.0	7.3	6	1	0	6	6	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0639	S4	PF01479.28	5.2e-20	66.9	0.0	9.4e-20	66.1	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0678	S4	PF01479.28	3.2e-12	42.0	0.2	5.9e-12	41.1	0.2	1.5	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0063	S4	PF01479.28	9.3e-11	37.3	0.0	2E-10	36.2	0.0	1.5	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0736	S4	PF01479.28	2.3e-10	36.0	0.3	9.2e-10	34.1	0.0	2.2	2	0	0	2	2	1	1	-
GCF_002777015.1_ASM277701v1_genomic_CDS_0105	S6PP	PF05116.16	0,00000006	28.4	0.0	5.8e-05	18.7	0.0	2.2	2	0	0	2	2	0	0	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0386	SBP_bac_3	PF00497.23	6.7e-45	149.1	0.0	8E-45	148.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0496	SBP_bac_3	PF00497.23	1.2e-22	76.3	0.0	1.4e-22	76.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0199	SBP_bac_5	PF00496.25	1E-65	218.1	0.1	1.4e-65	217.7	0.1	1.1	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0171	SBP_bac_5	PF00496.25	4.5e-57	189.7	0.0	5.3e-57	189.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0488	SBP_bac_5	PF00496.25	1.1e-43	145.6	0.0	1.6e-43	145.1	0.0	1.1	1	0	0	1	1	1	1	-
GCF_002776935.1_ASM277693v1_genomic_CDS_0138	SBP_bac_5	PF00496.25	6.9e-43	143.0	0.0	8.1e-38	126.3	0.0	2.1	1	1	1	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0537	SDF	PF00375.21	8.3e-124	409.5	32.1	1E-123	409.2	32.1	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0231	SDF	PF00375.21	2.7e-72	239.9	33.4	3.1e-72	239.7	33.4	1.0	1	0	0	1	1	1	1	-
GCF_002776935.1_ASM277693v1_genomic_CDS_0140	SEC-C	PF02810.18	3.1e-12	42.2	11.5	5.4e-12	41.4	11.5	1.4	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0873	SEC-C	PF02810.18	3.9e-11	38.7	9.8	9.8e-11	37.4	9.8	1.8	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0718	SecA_DEAD	PF07517.17	1.2e-123	408.0	0.0	2E-123	407.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0718	SecA_PP_bind	PF01043.23	1.1e-26	89.5	0.4	1.1e-26	89.5	0.4	2.1	2	0	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0718	SecA_SW	PF07516.16	5E-49	162.9	1.3	8.7e-49	162.2	0.1	2.0	2	0	0	2	2	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0297	SecD_SecF	PF02355.19	1.2e-80	265.3	26.1	2E-64	212.4	7.1	2.3	2	0	0	2	2	2	2	-
